ISSUE_DATE,ID,PURPOSE,VERIFICATION_STATUS,GRADE,HOME_OWNERSHIP,ADDRESS_STATE,LOAN_STATUS,EMP_LENGTH,EMP_TITLE,LAST_CREDIT_PULL_DATE,LAST_PAYMENT_DATE,NEXT_PAYMENT_DATE,MEMBER_ID,SUB_GRADE,TERM,ANNUAL_INCOME,DTI,INSTALLMENT,INT_RATE,LOAN_AMOUNT,TOTAL_ACC,TOTAL_PAYMENT
10-02-2021,481468,Debt consolidation,Not Verified,B,RENT,TX,Fully Paid,2 years,Baylor University Medical Center,12-04-2021,12-04-2021,12-05-2021,612354,B2, 36 months,45000,0.1488,310.9,0.1025,9600,17,11027
10-02-2021,479883,Debt consolidation,Not Verified,B,RENT,CO,Fully Paid,2 years,"AMERITA, INC.",13-02-2021,13-02-2021,13-03-2021,609862,B2, 36 months,63000,0.1177,404.81,0.1025,12500,18,14574
10-02-2021,483590,Debt consolidation,Not Verified,B,RENT,FL,Fully Paid,2 years,Tallahassee Primary Care Associates,15-05-2021,13-02-2021,13-03-2021,615413,B3, 36 months,14400,0.0333,156.29,0.1062,4800,4,5627
10-02-2021,477484,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,2 years,hachette book group,12-08-2021,12-08-2021,12-09-2021,605684,B3, 36 months,50000,0.1325,455.84,0.1062,14000,17,16327
10-02-2021,481360,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,2 years,Timothy Gallagher,13-02-2021,13-02-2021,13-03-2021,612187,B4, 36 months,42288,0.0953,163.68,0.1099,5000,10,5893
10-02-2021,482139,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,8 years,American Express,15-10-2021,13-02-2021,13-03-2021,613267,B5, 36 months,57000,0.1526,65.83,0.1136,2000,31,2370
10-02-2021,487680,Debt consolidation,Not Verified,B,RENT,FL,Fully Paid,1 year,Broward County,12-05-2021,12-06-2021,12-07-2021,621761,B1, 36 months,70000,0.0624,322.11,0.0988,10000,19,11533
10-02-2021,484702,Debt consolidation,Not Verified,B,RENT,VA,Fully Paid,4 years,E2 Inc.,13-06-2021,11-06-2021,11-07-2021,617229,B2, 36 months,62500,0.1527,453.39,0.1025,14000,22,15133
10-02-2021,487457,Debt consolidation,Not Verified,B,RENT,NV,Fully Paid,8 years,IGT - International Game Technology,15-10-2021,13-03-2021,13-04-2021,621409,B4, 36 months,54050,0.2351,392.83,0.1099,12000,34,14343
10-02-2021,484239,Debt consolidation,Not Verified,B,RENT,NY,Fully Paid,3 years,Kings Park Central School District,15-07-2021,11-09-2021,11-10-2021,616477,B5, 36 months,48800,0.1761,493.67,0.1136,15000,25,17098
10-02-2021,473535,Debt consolidation,Not Verified,B,RENT,MA,Fully Paid,6 years,Thomson Reuters,11-02-2021,11-01-2021,11-02-2021,598544,B2, 36 months,55840,0.1633,194.31,0.1025,6000,29,6495
10-02-2021,481312,Debt consolidation,Not Verified,B,RENT,VA,Fully Paid,< 1 year,Estes Express Lines,15-06-2021,10-10-2021,10-11-2021,612120,B4, 36 months,38000,0.09,197.23,0.1099,6025,12,6429
10-02-2021,477339,Debt consolidation,Not Verified,B,RENT,FL,Fully Paid,2 years,IBM,16-05-2021,10-10-2021,10-11-2021,605392,B1, 36 months,76000,0.2119,273.79,0.0988,8500,53,8881
10-02-2021,482673,Debt consolidation,Not Verified,C,RENT,VA,Fully Paid,1 year,Carrabba's Italian Grill,16-05-2021,13-03-2021,13-04-2021,614024,C1, 36 months,25200,0.1543,268.53,0.1273,8000,18,9686
10-02-2021,486325,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,1 year,ADECCO,16-05-2021,12-07-2021,12-08-2021,619766,C1, 36 months,64800,0.2396,234.97,0.1273,7000,22,8355
10-02-2021,481470,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,1 year,Merrill Lynch,13-12-2021,12-10-2021,12-11-2021,607254,C5, 36 months,60000,0.186,377.13,0.1422,11000,25,13533
10-02-2021,480614,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,10+ years,New York City Transit,16-04-2021,13-02-2021,13-03-2021,611037,C4, 36 months,84200,0.2172,835.55,0.1385,24500,20,30081
10-02-2021,480776,Debt consolidation,Not Verified,C,RENT,VA,Fully Paid,2 years,Unilever,12-09-2021,12-09-2021,12-10-2021,611244,C3, 36 months,56000,0.2126,610.64,0.1348,18000,10,21882
10-02-2021,481137,Debt consolidation,Not Verified,C,RENT,AL,Fully Paid,3 years,Teletech At Home Inc,16-01-2021,13-02-2021,13-03-2021,611841,C1, 36 months,35000,0.0871,335.67,0.1273,10000,8,12100
10-02-2021,481324,Debt consolidation,Not Verified,C,RENT,MA,Fully Paid,3 years,Brigham  and  Women's Hospital,16-05-2021,12-09-2021,12-10-2021,612139,C2, 36 months,62800,0.2096,539.92,0.1311,16000,30,19251
10-02-2021,472811,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,4 years,British Motors,16-05-2021,11-03-2021,11-04-2021,597101,C4, 36 months,72000,0.1283,341.04,0.1385,10000,36,11288
10-02-2021,484543,Debt consolidation,Not Verified,C,RENT,NJ,Fully Paid,7 years,leesville auto,16-03-2021,13-03-2021,13-04-2021,616973,C2, 36 months,55000,0.0637,269.96,0.1311,8000,16,9719
10-02-2021,486706,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,8 years,,13-03-2021,13-03-2021,13-04-2021,620310,C1, 36 months,23000,0.2123,209.79,0.1273,6250,19,7553
10-02-2021,478120,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,8 years,URS Corporation,13-02-2021,13-03-2021,13-04-2021,606949,C5, 36 months,88000,0.0873,603.79,0.1426,17600,19,21765
10-02-2021,485249,Debt consolidation,Not Verified,C,RENT,TX,Fully Paid,< 1 year,FaulknerUSA,13-02-2021,13-03-2021,13-04-2021,618144,C1, 36 months,45000,0.1728,251.75,0.1273,7500,11,9064
10-02-2021,484321,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,< 1 year,premiere wall constuctors i,12-03-2021,12-03-2021,12-04-2021,491717,C1, 36 months,40440,0.2291,184.62,0.1273,5500,20,6523
10-02-2021,405239,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,< 1 year,H&H Agency,13-02-2021,13-02-2021,13-03-2021,452745,C2, 36 months,85000,0.0824,506.18,0.1311,15000,9,18223
10-02-2021,483206,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,< 1 year,Bayside Solutions,14-02-2021,12-11-2021,12-12-2021,614845,C5, 36 months,130000,0.006,102.86,0.1422,3000,15,3712
10-02-2021,487529,Debt consolidation,Not Verified,C,RENT,FL,Fully Paid,7 years,Lyle Engineering Group Inc,16-05-2021,12-02-2021,12-03-2021,621527,C5, 36 months,55000,0.2075,291.42,0.1422,8500,22,10194
10-02-2021,481316,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,8 years,County of Santa Clara,11-08-2021,11-08-2021,11-09-2021,612128,C1, 36 months,50361,0.1835,402.8,0.1273,12000,21,13687
10-02-2021,477719,Debt consolidation,Not Verified,C,RENT,DC,Fully Paid,2 years,Sughrue Mion PLLC,12-03-2021,12-03-2021,12-04-2021,606082,C3, 36 months,58900,0.12,506.14,0.1357,14900,17,17861
10-02-2021,487864,Debt consolidation,Not Verified,C,RENT,MA,Fully Paid,2 years,COMMUNISPACE CORP,15-01-2021,12-03-2021,12-04-2021,622016,C3, 36 months,41400,0.2006,474.94,0.1348,14000,14,16639
10-02-2021,482555,Debt consolidation,Not Verified,C,RENT,VA,Fully Paid,2 years,Voguebay,16-05-2021,13-02-2021,13-03-2021,613852,C3, 36 months,36000,0.1477,203.55,0.1348,6000,19,7328
10-02-2021,481621,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,2 years,"Citadel Environmental Services, Inc.",16-05-2021,11-10-2021,11-11-2021,612556,C4, 36 months,90000,0.0495,327.4,0.1385,9600,23,11030
10-02-2021,481306,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,3 years,Mitchell International,16-02-2021,11-11-2021,11-12-2021,612113,C4, 36 months,102000,0.2345,682.08,0.1385,20000,23,23028
10-02-2021,481794,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,8 years,Comprehensive Radiology Review,15-05-2021,11-06-2021,11-07-2021,612807,C1, 36 months,42000,0.1963,201.4,0.1273,6000,15,6834
10-02-2021,485334,Debt consolidation,Not Verified,C,RENT,TX,Fully Paid,8 years,"Blue Thumb, Inc./Houston House & Home",16-04-2021,13-03-2021,13-04-2021,618272,C5, 36 months,45000,0.1248,342.85,0.1422,10000,23,12343
10-02-2021,488246,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,< 1 year,Evangelical Bethlehem Lutheran School,16-03-2021,12-09-2021,12-10-2021,622140,C3, 36 months,46739.4,0.0393,379.95,0.1348,11200,11,13571
10-02-2021,482437,Debt consolidation,Not Verified,C,RENT,TX,Fully Paid,< 1 year,KB Home,15-06-2021,13-01-2021,13-02-2021,613705,C4, 36 months,43000,0.24,306.94,0.1385,9000,10,11047
10-02-2021,485350,Debt consolidation,Not Verified,C,RENT,PA,Fully Paid,7 years,University of Pennsylvania,13-03-2021,13-03-2021,13-04-2021,618297,C1, 36 months,47000,0.0204,167.84,0.1273,5000,12,6061
10-02-2021,480961,Debt consolidation,Not Verified,C,RENT,FL,Fully Paid,1 year,MANSFIELD INDUSTRIAL,13-09-2021,11-01-2021,11-02-2021,611581,C1, 36 months,28800,0.155,268.53,0.1273,8000,14,8711
10-02-2021,487629,Debt consolidation,Not Verified,C,RENT,NY,Fully Paid,4 years,FXFOWLE,13-03-2021,13-03-2021,13-04-2021,621688,C5, 36 months,52000,0.1565,205.71,0.1422,6000,28,7423
10-02-2021,486551,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,5 years,Orrick LLP,16-05-2021,13-03-2021,13-04-2021,620087,C2, 36 months,170000,0.2452,212.6,0.1311,6300,61,7654
10-02-2021,480572,Debt consolidation,Not Verified,C,RENT,OH,Fully Paid,8 years,stockers excavating llc,13-03-2021,13-03-2021,13-04-2021,610970,C1, 36 months,26400,0.1191,251.75,0.1273,7500,20,9066
10-02-2021,485310,Debt consolidation,Not Verified,C,RENT,IL,Fully Paid,3 years,PRAIRIE MECH,16-02-2021,13-03-2021,13-04-2021,618236,C2, 36 months,24000,0.182,80.99,0.1311,2400,4,2916
10-02-2021,480707,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,1 year,Green dot,11-01-2021,11-01-2021,11-02-2021,611174,D1, 36 months,52000,0.1364,448.05,0.1459,13000,8,14538
10-02-2021,486653,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,10+ years,State of California  CALPERS,16-05-2021,12-05-2021,12-06-2021,620232,D4, 36 months,60000,0.1626,175.06,0.157,5000,38,6182
10-02-2021,482715,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,2 years,Bellevue Elementary School,13-02-2021,13-01-2021,13-02-2021,614097,D4, 36 months,30400,0.21,350.11,0.157,10000,6,12600
10-02-2021,480865,Debt consolidation,Not Verified,D,RENT,CO,Fully Paid,3 years,Whole foods,13-03-2021,13-02-2021,13-03-2021,611396,D3, 36 months,31000,0.1126,208.97,0.1533,6000,13,7524
10-02-2021,481750,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,3 years,IBM,12-06-2021,12-05-2021,12-06-2021,612732,D4, 36 months,132250,0.1421,875.27,0.157,25000,17,30992
10-02-2021,481834,Debt consolidation,Not Verified,D,RENT,MD,Fully Paid,4 years,T Rowe Price,15-07-2021,12-05-2021,12-06-2021,612859,D1, 36 months,53000,0.1653,413.58,0.1459,12000,7,14672
10-02-2021,482569,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,4 years,nieman marcus group,13-02-2021,13-02-2021,13-03-2021,613868,D5, 36 months,66000,0.2298,563.11,0.1607,16000,27,20272
10-02-2021,482794,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,5 years,Sheward  and  Son  and  Sons,15-06-2021,13-02-2021,13-03-2021,614209,D4, 36 months,39312,0.2173,350.11,0.157,10000,12,12604
10-02-2021,488570,Debt consolidation,Not Verified,D,RENT,CA,Fully Paid,6 years,"Main Point Systems, Inc.",12-10-2021,12-10-2021,12-11-2021,623137,D3, 36 months,65000,0.1403,267.31,0.1533,7675,26,9573
10-02-2021,460256,Debt consolidation,Not Verified,D,RENT,TX,Fully Paid,< 1 year,,13-02-2021,13-03-2021,13-04-2021,574277,D2, 36 months,100000,0.1724,866.16,0.1496,25000,30,31182
10-02-2021,483056,Debt consolidation,Not Verified,D,RENT,GA,Fully Paid,10+ years,Athens-Clarke County,11-10-2021,11-09-2021,11-10-2021,614620,D3, 36 months,79000,0.1396,870.71,0.1533,25000,20,29773
10-02-2021,480933,Debt consolidation,Not Verified,D,RENT,WY,Fully Paid,< 1 year,Abacus Technology,13-02-2021,13-01-2021,13-02-2021,611541,D1, 36 months,56000,0.1219,460.11,0.1459,13350,25,16564
10-02-2021,480457,Debt consolidation,Not Verified,D,RENT,NY,Fully Paid,10+ years,NYCT,16-05-2021,11-12-2021,11-01-2022,610800,D1, 36 months,66690,0.2352,689.3,0.1459,20000,21,23543
10-02-2021,482681,Debt consolidation,Not Verified,D,RENT,IL,Fully Paid,2 years,Brett Twitty Insurance Agency,13-02-2021,13-02-2021,13-03-2021,614038,D2, 36 months,35000,0.1865,346.47,0.1496,10000,14,12474
10-02-2021,290807,Debt consolidation,Not Verified,D,RENT,NY,Fully Paid,< 1 year,,16-05-2021,11-07-2021,11-08-2021,290804,D4, 36 months,84996,0.2044,525.17,0.157,15000,32,17712
10-02-2021,486435,Debt consolidation,Not Verified,D,RENT,VA,Fully Paid,< 1 year,Kforce (contractor with ITT),16-05-2021,13-02-2021,13-03-2021,619923,D1, 36 months,107000,0.1663,689.3,0.1459,20000,35,24844
10-02-2021,478234,Debt consolidation,Not Verified,E,RENT,NY,Fully Paid,1 year,Ernst  and  Young,13-02-2021,13-03-2021,13-04-2021,607105,E1, 36 months,60000,0.2178,849.06,0.1645,24000,8,30567
10-02-2021,483747,Debt consolidation,Not Verified,E,RENT,MA,Fully Paid,1 year,U.S. Fish and Wildlife Service,13-10-2021,13-02-2021,13-03-2021,419608,E2, 36 months,19200,0.1263,248.94,0.1682,7000,3,8946
10-02-2021,483080,Debt consolidation,Not Verified,E,RENT,OR,Fully Paid,2 years,plaid pantry,13-03-2021,13-03-2021,13-04-2021,614655,E1, 36 months,16000,0.0188,176.89,0.1645,5000,3,6462
10-02-2021,482969,Debt consolidation,Not Verified,E,RENT,TX,Fully Paid,< 1 year,SpawGlass Construction Corp,14-03-2021,13-01-2021,13-02-2021,614498,E3, 36 months,51000,0.048,214.48,0.1719,6000,6,7728
10-02-2021,391439,Debt consolidation,Not Verified,E,RENT,CA,Fully Paid,< 1 year,Townsend and Townsend and Crew LLP,14-03-2021,13-03-2021,13-04-2021,427448,E2, 36 months,160000,0.2257,533.43,0.1682,15000,39,19204
10-02-2021,483549,Debt consolidation,Not Verified,E,RENT,MA,Fully Paid,10+ years,Massachusetts General Hospital,15-01-2021,11-03-2021,11-04-2021,615360,E5, 36 months,130000,0.0234,238.38,0.1793,6600,18,7650
10-02-2021,487155,Debt consolidation,Not Verified,E,RENT,CA,Fully Paid,5 years,St. Paul High School,16-05-2021,13-03-2021,13-04-2021,620957,E4, 36 months,103560,0.1502,503.05,0.1756,14000,68,18111
10-02-2021,480308,Debt consolidation,Not Verified,F,RENT,CA,Fully Paid,3 years,Ryzen Solutions,13-02-2021,13-02-2021,13-03-2021,610527,F3, 36 months,95000,0.1603,916.95,0.1904,25000,3,33012
10-02-2021,485833,Debt consolidation,Not Verified,F,RENT,VA,Fully Paid,2 years,Law Offices,16-04-2021,13-02-2021,13-03-2021,619027,F4, 36 months,52000,0.1115,471.89,0.1941,12800,36,17009
10-02-2021,486131,Debt consolidation,Not Verified,D,RENT,MA,Fully Paid,5 years,"C & C Machine, Inc.",13-03-2021,13-03-2021,13-04-2021,619472,D2, 36 months,43680,0.1527,69.3,0.1496,2000,12,2495
10-02-2021,483303,Debt consolidation,Not Verified,D,RENT,AZ,Fully Paid,2 years,Bay 6 Productions,15-08-2021,11-11-2021,11-12-2021,614990,D1, 36 months,40000,0.2286,172.33,0.1459,5000,11,5969
10-02-2021,487777,Debt consolidation,Not Verified,B,MORTGAGE,CA,Fully Paid,10+ years,LAUSD,13-03-2021,13-03-2021,13-04-2021,621926,B2, 36 months,79200,0.2042,153.83,0.1025,4750,46,5538
10-02-2021,486906,Debt consolidation,Not Verified,B,MORTGAGE,FL,Fully Paid,3 years,"Law Offices of Marshall C. Watson, P.A.",13-02-2021,13-02-2021,13-03-2021,620606,B5, 36 months,48000,0.1318,394.94,0.1136,12000,21,14215
10-02-2021,478815,Debt consolidation,Not Verified,B,MORTGAGE,TX,Fully Paid,10+ years,USPS,13-03-2021,13-02-2021,13-03-2021,608032,B4, 36 months,52000,0.1862,274.98,0.1099,8400,34,9899
10-02-2021,482840,Debt consolidation,Not Verified,C,MORTGAGE,TX,Fully Paid,10+ years,Garland Independent School District,16-05-2021,13-02-2021,13-03-2021,614278,C2, 36 months,60000,0.0888,404.94,0.1311,12000,35,14578
10-02-2021,484242,Debt consolidation,Not Verified,C,MORTGAGE,MD,Fully Paid,10+ years,,14-01-2021,13-03-2021,13-04-2021,616476,C4, 36 months,135000,0.1929,511.56,0.1385,15000,23,18417
10-02-2021,480805,Debt consolidation,Not Verified,D,MORTGAGE,FL,Fully Paid,6 years,Harris Corporation,16-05-2021,12-02-2021,12-03-2021,611287,D3, 36 months,77000,0.1604,278.63,0.1533,8000,27,9769
10-02-2021,488676,Debt consolidation,Not Verified,B,RENT,MD,Fully Paid,10+ years,Keany Produce Company,16-05-2021,12-07-2021,12-08-2021,623320,B4, 36 months,38000,0.1948,327.36,0.1099,10000,11,11680
10-02-2021,487781,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,6 years,"Toro-Aire, Inc.",13-03-2021,13-03-2021,13-04-2021,621932,B5, 36 months,48000,0.0715,236.96,0.1136,7200,23,8531
10-02-2021,483320,Debt consolidation,Not Verified,B,RENT,CA,Fully Paid,9 years,kaiser permanente,16-05-2021,12-07-2021,12-08-2021,615011,B5, 36 months,45000,0.0651,164.56,0.1136,5000,12,5870
10-02-2021,487071,Debt consolidation,Not Verified,C,RENT,VA,Fully Paid,10+ years,Atlantis Homes,16-05-2021,12-03-2021,12-04-2021,620841,C3, 36 months,41300,0.138,339.25,0.1348,10000,16,11930
10-02-2021,484100,Debt consolidation,Not Verified,C,RENT,CA,Fully Paid,6 years,"All Glass & Plastics, Inc",16-05-2021,13-02-2021,13-03-2021,616243,C2, 36 months,29120,0.0968,242.97,0.1311,7200,10,8753
10-02-2021,486576,Debt consolidation,Not Verified,D,RENT,VA,Fully Paid,5 years,Britt's Inc.,16-05-2021,11-10-2021,11-11-2021,620128,D3, 36 months,46540.92,0.0887,452.77,0.1533,13000,15,15482
10-02-2021,481015,Debt consolidation,Verified,C,MORTGAGE,FL,Charged Off,1 year,Sol MeliÃƒÂƒÃ‚Â¡ Vacation Club,13-10-2021,13-02-2021,13-03-2021,611645,C2, 36 months,65000,0.1429,674.9,0.1311,20000,33,23655
10-02-2021,484146,Debt consolidation,Verified,D,RENT,NY,Charged Off,3 years,New York City Transit,16-05-2021,12-01-2021,12-02-2021,616330,D3, 36 months,71000,0.1575,626.91,0.1533,18000,15,14441
10-02-2021,370141,Debt consolidation,Verified,A,MORTGAGE,FL,Fully Paid,10+ years,verizon communications,16-05-2021,11-11-2021,11-12-2021,386685,A4, 36 months,58000,0.1026,435.54,0.0751,14000,27,15322
10-02-2021,488434,Debt consolidation,Verified,B,MORTGAGE,MO,Fully Paid,10+ years,Procter  and  Gamble,15-05-2021,11-01-2021,11-02-2021,622925,B3, 36 months,91000,0.1263,651.2,0.1062,20000,24,21577
10-02-2021,482938,Debt consolidation,Verified,B,MORTGAGE,NY,Fully Paid,7 years,Deutsche Bank,16-03-2021,10-11-2021,10-12-2021,614443,B2, 36 months,110000,0.0541,770.76,0.1025,23800,37,24552
10-02-2021,485313,Debt consolidation,Verified,C,MORTGAGE,FL,Fully Paid,10+ years,"Purina Mills, Inc.",14-12-2021,12-08-2021,12-09-2021,618244,C1, 36 months,37000,0.1216,738.46,0.1273,22000,10,26372
10-02-2021,482296,Debt consolidation,Verified,C,MORTGAGE,CA,Fully Paid,10+ years,Jackson Lewis,13-02-2021,13-02-2021,13-03-2021,613511,C5, 36 months,216000,0.1204,685.69,0.1422,20000,42,24686
10-02-2021,484627,Debt consolidation,Verified,C,MORTGAGE,NJ,Fully Paid,7 years,Cembre,10-03-2021,10-03-2021,10-04-2021,617107,C5, 36 months,69000,0.1757,617.12,0.1422,18000,22,18215
10-02-2021,480824,Debt consolidation,Verified,C,MORTGAGE,VA,Fully Paid,< 1 year,Smallwood Dental,13-02-2021,13-02-2021,13-03-2021,611314,C3, 36 months,100000,0.205,678.49,0.1348,20000,33,24426
10-02-2021,482978,Debt consolidation,Verified,D,MORTGAGE,GA,Fully Paid,10+ years,Emory University,16-05-2021,13-02-2021,13-03-2021,614511,D4, 36 months,99500,0.0968,875.27,0.157,25000,20,31513
10-02-2021,482512,Debt consolidation,Verified,D,MORTGAGE,IL,Fully Paid,2 years,Abbott Laboratories,13-02-2021,13-02-2021,13-03-2021,613793,D2, 36 months,96000,0.1285,519.7,0.1496,15000,29,18710
10-02-2021,486462,Debt consolidation,Verified,D,MORTGAGE,LA,Fully Paid,10+ years,Curry & Friend,12-08-2021,11-05-2021,11-06-2021,619961,D2, 36 months,260000,0.1258,692.93,0.1496,20000,31,22962
10-02-2021,484847,Debt consolidation,Verified,A,OWN,AZ,Fully Paid,2 years,University of Phoenix,10-12-2021,10-12-2021,10-01-2022,617450,A4, 36 months,51700,0.178,410.65,0.0751,13200,31,13843
10-02-2021,482876,Debt consolidation,Verified,B,OWN,NY,Fully Paid,2 years,DAVID KLEINBERG DESIGN,12-10-2021,12-10-2021,12-11-2021,614325,B5, 36 months,75000,0.0446,279.75,0.1136,8500,67,10045
10-02-2021,481242,Debt consolidation,Verified,B,OWN,MI,Fully Paid,5 years,United States Postal Service,13-02-2021,13-02-2021,13-03-2021,612015,B5, 36 months,60000,0.1528,658.23,0.1136,20000,25,23697
10-02-2021,485412,Debt consolidation,Verified,C,OWN,SC,Fully Paid,10+ years,wyndham worldwide,13-02-2021,13-03-2021,13-04-2021,618413,C1, 36 months,175000,0.1065,805.59,0.1273,24000,50,29002
10-02-2021,488492,Debt consolidation,Verified,D,OWN,NY,Fully Paid,2 years,Changing World Technologies Inc.,14-03-2021,11-03-2021,11-04-2021,623007,D2, 36 months,60000,0.017,207.88,0.1496,6000,8,6784
10-02-2021,488239,Debt consolidation,Verified,A,RENT,PA,Fully Paid,10+ years,MetLife,13-03-2021,13-03-2021,13-04-2021,622562,A5, 36 months,35000,0.2163,330.01,0.0788,10550,14,11881
10-02-2021,485035,Debt consolidation,Verified,B,RENT,CO,Fully Paid,2 years,Coldwell Banker The Aspen Brokers,16-05-2021,11-09-2021,11-10-2021,617799,B1, 36 months,50000,0.061,450.95,0.0988,14000,17,15694
10-02-2021,463442,Debt consolidation,Verified,B,RENT,NY,Fully Paid,5 years,cablevision,13-02-2021,13-02-2021,13-03-2021,580257,B4, 36 months,47052,0.1793,695.63,0.1099,21250,10,25043
10-02-2021,486993,Debt consolidation,Verified,B,RENT,NY,Fully Paid,6 years,Archbishop Molloy High School,15-07-2021,10-06-2021,10-07-2021,620731,B1, 36 months,54660,0.1939,547.58,0.0988,17000,20,17392
10-02-2021,463832,Debt consolidation,Verified,B,RENT,CA,Fully Paid,2 years,Com Dev USA,16-05-2021,13-02-2021,13-03-2021,580931,B3, 36 months,98000,0.1993,662.68,0.1183,20000,24,23859
10-02-2021,481034,Debt consolidation,Verified,B,RENT,FL,Fully Paid,< 1 year,The Kramer Group,16-04-2021,12-05-2021,12-06-2021,611686,B5, 36 months,90000,0.1111,822.78,0.1136,25000,20,28870
10-02-2021,481176,Debt consolidation,Verified,C,RENT,CA,Fully Paid,1 year,Vantage Oncology Inc.,16-05-2021,11-09-2021,11-10-2021,611909,C1, 36 months,92000,0.1547,839.16,0.1273,25000,39,28550
10-02-2021,462279,Debt consolidation,Verified,C,RENT,WA,Fully Paid,7 years,Dept of Defense Police,11-12-2021,11-12-2021,11-01-2022,578198,C4, 36 months,43000,0.137,818.5,0.1385,24000,17,27806
